_id,_form_id,refrigerator_id,model_row_id,tracking_id,year,working_status,reason_not_working,utilization,voltage_regulator,power_source,facility_row_id,_locale,_savepoint_type,_savepoint_timestamp,_savepoint_creator,_row_etag,_filter_type,_filter_value
R165,,R165,M58,9401267,2014,functioning,not_applicable,in_use,unknown,unknown,H247,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,HIDDEN,
R166,,R166,M58,9420832,2016,functioning,not_applicable,in_use,unknown,unknown,H647,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,HIDDEN,
R167,,R167,M11,20011902039,2010,functioning,not_applicable,in_use,unknown,electricity,H648,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,HIDDEN,
R168,,R168,M19,BT002,2009,unservicable,needs_spare_parts,not_in_use,unknown,electricity,H648,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,HIDDEN,
R169,,R169,M34,9431913,2016,functioning,not_applicable,in_use,unknown,electricity,H649,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,HIDDEN,
R170,,R170,M49,327A50020,2016,unservicable,needs_spare_parts,not_in_use,unknown,solar,H649,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,HIDDEN,
R171,,R171,M58,9401278,2016,functioning,not_applicable,in_use,unknown,unknown,H650,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,HIDDEN,
R172,,R172,M58,2212080,2016,functioning,not_applicable,in_use,unknown,unknown,H651,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,HIDDEN,
R173,,R173,M11,20011901968,2010,functioning,not_applicable,in_use,unknown,electricity,H652,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,HIDDEN,
R174,,R174,M11,20011902075,2010,functioning,not_applicable,in_use,unknown,electricity,H653,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,HIDDEN,
R175,,R175,M5,9431917,2016,unservicable,needs_spare_parts,not_in_use,unknown,solar,H653,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,HIDDEN,
R176,,R176,M19,BT005,2015,functioning,not_applicable,in_use,unknown,electricity,H654,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,HIDDEN,
R177,,R177,M11,20011901953,2010,functioning,not_applicable,in_use,unknown,electricity,H654,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,HIDDEN,
R178,,R178,M58,2212140,2016,functioning,not_applicable,in_use,unknown,unknown,H655,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,HIDDEN,
R179,,R179,M19,3259,2005,unservicable,dead,not_in_use,unknown,electricity,H644,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,HIDDEN,
R180,,R180,M19,3172,2005,unservicable,dead,not_in_use,unknown,electricity,H644,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,HIDDEN,
R181,,R181,M14,83419011,2005,functioning,not_applicable,in_use,unknown,electricity,H644,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,HIDDEN,
R182,,R182,M11,20011304525,2010,functioning,not_applicable,in_use,unknown,electricity,H644,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,HIDDEN,
R183,,R183,M11,20011901948,2010,functioning,not_applicable,in_use,unknown,electricity,H644,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,HIDDEN,
R184,,R184,M11,20011902037,2010,functioning,not_applicable,in_use,unknown,electricity,H644,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,HIDDEN,
R185,,R185,M11,2004308901,2010,unservicable,needs_spare_parts,not_in_use,unknown,electricity,H644,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,HIDDEN,
R186,,R186,M11,20004308925,2010,functioning,not_applicable,in_use,unknown,electricity,H644,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,HIDDEN,
R187,,R187,M11,20011902007,2010,functioning,not_applicable,in_use,unknown,electricity,H644,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,HIDDEN,
R188,,R188,M11,20011901952,2010,functioning,not_applicable,in_use,unknown,electricity,H644,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,HIDDEN,
R189,,R189,M11,2001090269,2010,functioning,not_applicable,in_use,unknown,electricity,H644,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,HIDDEN,
R190,,R190,M67,AE98280013,2005,functioning,not_applicable,in_use,unknown,electricity,H644,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,HIDDEN,
R191,,R191,M8,2205050,2011,unservicable,not_applicable,not_in_use,unknown,electricity,H644,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,HIDDEN,
R192,,R192,M19,3290,2005,unservicable,dead,not_in_use,unknown,electricity,H644,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,HIDDEN,
R193,,R193,M19,3198,2005,unservicable,dead,not_in_use,unknown,electricity,H644,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,HIDDEN,
R194,,R194,M11,361382,2010,functioning,not_applicable,in_use,unknown,electricity,H644,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,HIDDEN,
R195,,R195,M11,20011902044,2010,functioning,not_applicable,in_use,unknown,electricity,H644,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,HIDDEN,
R196,,R196,M37,22120010,2014,functioning,not_applicable,in_use,unknown,electricity,H644,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,HIDDEN,
R197,,R197,M37,22120001,2014,functioning,not_applicable,in_use,unknown,electricity,H644,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,HIDDEN,
R198,,R198,M11,20011901947,2010,functioning,not_applicable,in_use,unknown,electricity,H644,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,HIDDEN,
R199,,R199,M67,AE98270184,2005,functioning,not_applicable,in_use,unknown,electricity,H644,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,HIDDEN,
R200,,R200,M37,22120009,2014,functioning,not_applicable,in_use,unknown,electricity,H644,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,HIDDEN,
R201,,R201,M11,2004308920,2010,functioning,not_applicable,in_use,unknown,electricity,H644,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,HIDDEN,
R202,,R202,M19,12514528,2001,functioning,not_applicable,in_use,unknown,electricity,H644,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,HIDDEN,
R203,,R203,M19,BT001,2009,functioning,not_applicable,in_use,unknown,electricity,H645,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,HIDDEN,
R204,,R204,M58,9401305,2016,functioning,not_applicable,in_use,unknown,unknown,H646,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,HIDDEN,
R205,,R205,M58,2212110,2016,functioning,not_applicable,in_use,unknown,unknown,H656,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,HIDDEN,
R206,,R206,M51,225300031,2010,functioning,not_applicable,in_use,unknown,unknown,H657,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,HIDDEN,
R207,,R207,M52,4700283,2010,functioning,not_applicable,in_use,unknown,unknown,H658,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,HIDDEN,
R208,,R208,M52,22500044,2010,functioning,not_applicable,in_use,unknown,unknown,H659,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,HIDDEN,
R209,,R209,M5,9431916,2016,functioning,not_applicable,in_use,unknown,solar,H660,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,HIDDEN,
R210,,R210,M19,61000151,1997,awaiting_repair,not_applicable,in_use,unknown,electricity,H660,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,HIDDEN,
R211,,R211,M58,9350943,2016,functioning,not_applicable,in_use,unknown,unknown,H661,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,HIDDEN,
R212,,R212,M11,20011901954,2010,functioning,not_applicable,in_use,unknown,electricity,H662,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,HIDDEN,
R213,,R213,M34,9431922,2016,functioning,not_applicable,in_use,unknown,electricity,H662,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,HIDDEN,
R214,,R214,M19,BT006,2012,functioning,not_applicable,in_use,unknown,electricity,H663,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,HIDDEN,
R215,,R215,M19,BT008,2015,functioning,not_applicable,in_use,unknown,electricity,H664,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,HIDDEN,
R216,,R216,M51,22500042,2010,functioning,not_applicable,in_use,unknown,unknown,H665,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,HIDDEN,
R217,,R217,M49,327A50012,2013,unservicable,needs_spare_parts,not_in_use,unknown,solar,H665,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,HIDDEN,
R218,,R218,M55,94208002,2016,functioning,not_applicable,in_use,unknown,unknown,H666,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,HIDDEN,
R219,,R219,M55,9420778,2011,functioning,dead,in_use,unknown,unknown,H667,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,HIDDEN,
R220,,R220,M49,328450061,2013,unservicable,needs_spare_parts,not_in_use,unknown,solar,H667,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,HIDDEN,
R221,,R221,M49,328A50076,2013,unservicable,needs_spare_parts,not_in_use,unknown,solar,H668,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,HIDDEN,
R222,,R222,M51,22500048,2010,functioning,not_applicable,in_use,unknown,unknown,H668,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,HIDDEN,
R223,,R223,M19,71600006,2005,functioning,not_applicable,in_store_for_allocation,unknown,electricity,H669,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,HIDDEN,
R224,,R224,M5,9431915,2016,functioning,not_applicable,in_use,unknown,solar,H669,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,HIDDEN,
R225,,R225,M19,BT009,2015,functioning,not_applicable,in_use,unknown,electricity,H670,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,HIDDEN,
R226,,R226,M11,20011902043,2010,functioning,not_applicable,in_use,unknown,electricity,H671,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,HIDDEN,
R227,,R227,M67,AE98270178,2005,functioning,not_applicable,in_use,unknown,electricity,H671,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,HIDDEN,
R228,,R228,M11,20011902060,2010,functioning,not_applicable,in_use,unknown,electricity,H671,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,HIDDEN,
R229,,R229,M8,2215049,2010,functioning,not_applicable,in_use,unknown,electricity,H671,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,HIDDEN,
R230,,R230,M11,20011902059,2010,functioning,not_applicable,in_use,unknown,electricity,H671,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,HIDDEN,
R231,,R231,M55,9420745,2016,functioning,not_applicable,in_use,unknown,unknown,H217,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,HIDDEN,
R232,,R232,M60,3080128,2003,unservicable,dead,not_in_use,unknown,solar,H217,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,HIDDEN,
R233,,R233,M51,30600063,2003,unservicable,needs_spare_parts,in_use,unknown,unknown,H217,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,HIDDEN,
R234,,R234,M51,10100089,2003,functioning,not_applicable,in_use,unknown,unknown,H218,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,HIDDEN,
R235,,R235,M60,LL026,2006,unservicable,dead,not_in_use,unknown,solar,H218,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,HIDDEN,
R236,,R236,M52,11400142,2007,functioning,not_applicable,in_use,unknown,unknown,H219,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,HIDDEN,
R237,,R237,M51,22500001,2010,unservicable,dead,not_in_use,unknown,unknown,H220,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,HIDDEN,
R238,,R238,M34,9411756,2016,functioning,not_applicable,in_use,unknown,electricity,H220,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,HIDDEN,
R239,,R239,M52,22400074,2011,functioning,not_applicable,in_use,unknown,unknown,H221,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,HIDDEN,
R240,,R240,M19,81012343,2010,functioning,not_applicable,in_use,unknown,electricity,H222,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,HIDDEN,
R241,,R241,M58,94201277,2011,functioning,not_applicable,in_use,unknown,unknown,H223,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,HIDDEN,
R242,,R242,M19,14400030,1996,unservicable,dead,not_in_use,unknown,electricity,H371,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,HIDDEN,
R243,,R243,M58,9401248,2016,functioning,not_applicable,in_use,unknown,unknown,H344,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,HIDDEN,
R244,,R244,M55,9420758,2016,unservicable,needs_spare_parts,in_store_for_allocation,unknown,unknown,H2,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,HIDDEN,username:Alice
R245,,R245,M55,9420750,2016,functioning,not_applicable,in_store_for_allocation,unknown,unknown,H2,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,HIDDEN,username:Alice
R246,,R246,M55,9420767,2016,functioning,not_applicable,in_store_for_allocation,unknown,unknown,H2,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,HIDDEN,username:Alice
R247,,R247,M58,9401255,2016,functioning,not_applicable,in_store_for_allocation,unknown,unknown,H2,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,HIDDEN,username:Alice
R248,,R248,M19,3203,2009,functioning,not_applicable,in_use,unknown,electricity,H3,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,HIDDEN,username:Alice
R249,,R249,M31,3357,2007,unservicable,no_fuel,in_use,unknown,unknown,H4,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,HIDDEN,username:Alice
R250,,R250,M52,22400099,2009,unservicable,no_fuel,not_in_use,unknown,unknown,H5,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,HIDDEN,
R251,,R251,M49,327A50034,2007,functioning,not_applicable,in_use,unknown,solar,H6,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,HIDDEN,
R252,,R252,M58,9401237,2016,unservicable,no_fuel,in_store_for_allocation,unknown,unknown,H6,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,HIDDEN,
R253,,R253,M19,3359,2010,functioning,not_applicable,in_use,unknown,electricity,H7,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,HIDDEN,
R254,,R254,M55,9420803,2016,functioning,not_applicable,in_use,unknown,unknown,H8,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,HIDDEN,
R255,,R255,M11,20011902076,2008,functioning,not_applicable,in_use,unknown,electricity,H8,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,HIDDEN,
R256,,R256,M19,1400119,2008,unservicable,dead,not_in_use,unknown,electricity,H8,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,HIDDEN,
R257,,R257,M49,328A50077,2010,unservicable,needs_spare_parts,not_in_use,unknown,solar,H604,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,HIDDEN,
R258,,R258,M11,83418997,2003,unservicable,needs_spare_parts,in_store_for_allocation,unknown,electricity,H604,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,HIDDEN,
R259,,R259,M52,51300040,2003,unservicable,dead,not_in_use,unknown,unknown,H604,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,HIDDEN,
R260,,R260,M5,9431974,2003,functioning,dead,not_in_use,unknown,solar,H604,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,HIDDEN,
R261,,R261,M51,4700282,2009,functioning,not_applicable,in_use,unknown,unknown,H610,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,HIDDEN,
R262,,R262,M49,328A50053,2010,unservicable,needs_spare_parts,not_in_use,unknown,solar,H610,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,HIDDEN,
R263,,R263,M52,64800063,2010,functioning,not_applicable,in_use,unknown,unknown,H611,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,HIDDEN,
R264,,R264,M63,20011902011,2010,functioning,not_applicable,in_use,unknown,electricity,H611,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,HIDDEN,
R265,,R265,M52,64800127,2010,functioning,not_applicable,in_use,unknown,unknown,H612,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,HIDDEN,
R266,,R266,M25,3336,2015,functioning,not_applicable,in_use,unknown,unknown,H613,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,HIDDEN,
R267,,R267,M19,ZA005,2011,functioning,not_applicable,in_use,unknown,electricity,H613,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,HIDDEN,
R268,,R268,M34,9491989,2016,functioning,not_applicable,in_use,unknown,electricity,H614,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,HIDDEN,
R269,,R269,M52,42100037,2003,functioning,not_applicable,in_use,unknown,unknown,H615,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,HIDDEN,
R270,,R270,M54,80200054,2003,functioning,not_applicable,in_use,unknown,unknown,H616,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,HIDDEN,
R271,,R271,M52,20011902013,2011,functioning,not_applicable,in_use,unknown,unknown,H617,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,HIDDEN,
R272,,R272,M19,102235,2014,functioning,not_applicable,in_use,unknown,electricity,H617,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,HIDDEN,
R273,,R273,M19,102215,2013,functioning,not_applicable,in_use,unknown,electricity,H618,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,HIDDEN,
R274,,R274,M67,96290064,2004,functioning,needs_spare_parts,not_in_use,unknown,electricity,H618,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,HIDDEN,
R275,,R275,M53,22500019,2008,functioning,not_applicable,in_use,unknown,unknown,H619,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,HIDDEN,
R276,,R276,M31,3308,2007,functioning,not_applicable,in_use,unknown,unknown,H624,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,HIDDEN,
R277,,R277,M51,6290,2010,unservicable,needs_spare_parts,not_in_use,unknown,unknown,H624,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,HIDDEN,
R278,,R278,M19,,2014,functioning,not_applicable,in_use,unknown,electricity,H624,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,HIDDEN,
R279,,R279,M52,22500045,2009,unservicable,needs_spare_parts,not_in_use,unknown,unknown,H625,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,HIDDEN,
R280,,R280,M19,ZA004,2013,functioning,not_applicable,in_use,unknown,electricity,H625,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,HIDDEN,
R281,,R281,M11,20011902046,2013,functioning,not_applicable,in_use,unknown,electricity,H626,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,HIDDEN,
R282,,R282,M19,1146,2007,unservicable,needs_spare_parts,not_in_use,unknown,electricity,H626,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,HIDDEN,
R283,,R283,M19,5000012,2003,functioning,not_applicable,in_use,unknown,electricity,H627,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,HIDDEN,
R284,,R284,M11,20011902030,2007,functioning,not_applicable,in_use,unknown,electricity,H628,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,HIDDEN,
R285,,R285,M19,TS258,2007,functioning,not_applicable,in_use,unknown,electricity,H628,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,HIDDEN,
R286,,R286,M58,9401296,2016,functioning,not_applicable,in_use,unknown,unknown,H629,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,HIDDEN,
R287,,R287,M31,64800120,2003,unservicable,needs_spare_parts,not_in_use,unknown,unknown,H629,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,HIDDEN,
R288,,R288,M19,NR2950A,2011,functioning,not_applicable,in_use,unknown,electricity,H630,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,HIDDEN,
R289,,R289,M52,62600084,2010,unservicable,needs_spare_parts,not_in_use,unknown,unknown,H631,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,HIDDEN,
R290,,R290,M52,62600066,2003,unservicable,needs_spare_parts,not_in_use,unknown,unknown,H631,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,HIDDEN,
R291,,R291,M19,ZA002,2003,functioning,not_applicable,in_use,unknown,electricity,H631,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,HIDDEN,
R292,,R292,M58,9401217,2003,functioning,not_applicable,in_use,unknown,unknown,H632,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,HIDDEN,
